N.;Prioridad;Fecha;Ensayo;Estatus
1255;yellow;2007-11-29;IT-532;pipeta_estrella
1256;yellow;2007-11-29;IT-532;pipeta_estrella
1257;yellow;2007-11-29;IT-532;pipeta_estrella
1258;yellow;2007-11-29;IT-532;pipeta_estrella
1259;yellow;2007-11-29;IT-532;pipeta_estrella
1260;yellow;2007-11-29;IT-532;pipeta_estrella
1261;yellow;2007-11-29;IT-532;pipeta_estrella
1262;yellow;2007-12-04;IT-532;pipeta_estrella
1263;yellow;2007-12-04;IT-532;pipeta_estrella
1264;yellow;2007-12-11;IT-532;pipeta_estrella
1265;yellow;2007-12-17;IT-515;pipeta_estrella
1266;yellow;2007-12-18;IT-532;pipeta_estrella
1267;yellow;2007-12-21;IT-515;pipeta_estrella
1268;yellow;2007-12-18;IT-532;pipeta_estrella
1269;yellow;2007-12-18;IT-532;pipeta_estrella
1270;yellow;2007-12-18;IT-532;pipeta_estrella
1271;yellow;2007-12-18;IT-532;pipeta_estrella
1272;yellow;2007-12-19;IT-532;pipeta_estrella
1273;yellow;2007-12-19;IT-532;pipeta_estrella
1274;yellow;2007-12-19;IT-532;pipeta_estrella
1275;yellow;2007-12-19;IT-532;pipeta_estrella
1276;yellow;2007-12-19;IT-532;pipeta_estrella
1277;yellow;2007-12-19;IT-532;pipeta_estrella
1278;yellow;2007-12-19;IT-515;pipeta_check
1279;yellow;2007-12-19;IT-515;pipeta_check
1280;yellow;2007-12-19;IT-532;pipeta_check
1281;yellow;2007-12-19;IT-532;pipeta_check
1282;yellow;2007-12-19;IT-532;pipeta_check
1283;yellow;2007-12-18;IT-532;pipeta_check
1284;yellow;2007-12-19;IT-532;pipeta_check
1285;yellow;2007-12-19;IT-532;pipeta_check
1286;yellow;2007-12-18;IT-532;pipeta_estrella
1287;yellow;2007-12-19;IT-532;pipeta_estrella
1288;yellow;2007-12-20;IT-532;pipeta_estrella
1289;yellow;2007-12-20;IT-532;pipeta_estrella
1290;yellow;2008-01-03;IT-515;pipeta_estrella
1291;yellow;2008-01-03;IT-515;pipeta_estrella
1292;yellow;2008-01-03;IT-532;pipeta_estrella
1293;yellow;2008-01-03;IT-532;pipeta_estrella
1294;yellow;2008-01-03;IT-532;pipeta_estrella
1295;yellow;2008-01-03;IT-532;pipeta_estrella
1296;yellow;2008-01-04;IT-532;pipeta_estrella
1297;yellow;2008-01-04;IT-532;pipeta_estrella
1298;yellow;2008-01-03;IT-532;pipeta_estrella
1299;yellow;2008-01-03;IT-532;pipeta_estrella
1300;yellow;2008-01-03;IT-532;pipeta_estrella
1301;yellow;2008-01-03;IT-532;pipeta_estrella
1302;yellow;2008-01-03;IT-532;pipeta_estrella
1303;yellow;2008-01-10;IT-532;pipeta_estrella
1304;yellow;2008-01-11;IT-532;pipeta_estrella
1305;yellow;2008-01-11;IT-532;pipeta_estrella
1306;yellow;2008-01-14;IT-532;pipeta_estrella
1307;yellow;2008-01-14;IT-532;pipeta_estrella
1308;yellow;2008-01-14;IT-532;pipeta_estrella
1309;yellow;2008-01-14;IT-532;pipeta_estrella
1310;yellow;2008-01-14;IT-532;pipeta_estrella
1311;yellow;2008-01-14;IT-532;pipeta_estrella
1312;yellow;2008-01-14;IT-532;pipeta_estrella
1313;yellow;2008-01-14;IT-532;pipeta_estrella
1314;yellow;2008-01-14;IT-532;pipeta_estrella
1315;yellow;2008-01-14;IT-532;pipeta_estrella
1316;yellow;2008-01-14;IT-532;pipeta_estrella
1317;yellow;2008-01-14;IT-532;pipeta_estrella
1318;yellow;2008-01-14;IT-532;pipeta_estrella
1319;yellow;2008-01-14;IT-532;pipeta_estrella
1320;yellow;2008-01-14;IT-532;pipeta_estrella
1321;yellow;2008-01-14;IT-532;pipeta_estrella
1322;yellow;2008-01-15;IT-532;pipeta_estrella
1323;yellow;2008-01-15;IT-532;pipeta_estrella
1324;yellow;2008-01-15;IT-532;pipeta_estrella
1325;yellow;2008-01-15;IT-532;pipeta_estrella
1326;yellow;2008-01-15;IT-532;pipeta_estrella
1327;yellow;2008-01-14;IT-532;pipeta_estrella
1328;yellow;2008-01-14;IT-532;pipeta_estrella
1329;yellow;2008-01-14;IT-532;pipeta_estrella
1330;yellow;2008-01-16;IT-532;pipeta_estrella
1331;yellow;2008-01-16;IT-532;pipeta_estrella
1332;yellow;2008-01-16;IT-532;pipeta_estrella
1333;yellow;2008-01-16;IT-532;pipeta_estrella
1334;yellow;2008-01-16;IT-515;pipeta_estrella
1335;yellow;2008-01-17;IT-515;pipeta_estrella
1336;yellow;2008-01-16;IT-515;pipeta_estrella
1337;yellow;2008-01-16;IT-515;pipeta_estrella
1338;yellow;2008-01-16;IT-532;pipeta_estrella
1339;yellow;2008-01-16;IT-532;pipeta_estrella
1340;yellow;2008-01-16;IT-532;pipeta_estrella
1341;yellow;2008-01-16;IT-532;pipeta_estrella
1342;yellow;2008-01-16;IT-532;pipeta_estrella
1343;yellow;2008-01-16;IT-532;pipeta_estrella
1344;yellow;2008-01-16;IT-532;pipeta_estrella
1345;yellow;2008-01-16;IT-532;pipeta_estrella
1346;yellow;2008-01-16;IT-532;pipeta_estrella
1347;yellow;2008-01-16;IT-532;pipeta_estrella
1348;yellow;2008-01-16;IT-532;pipeta_estrella
1349;yellow;2008-01-16;IT-532;pipeta_estrella
1350;yellow;2008-01-18;IT-515;pipeta_estrella
1351;yellow;2008-01-17;IT-532;pipeta_estrella
1352;yellow;2008-01-17;IT-532;pipeta_estrella
1353;yellow;2008-01-17;IT-532;pipeta_estrella
1354;yellow;2008-01-24;IT-515;pipeta_estrella
1355;yellow;2008-01-23;IT-515;pipeta_estrella
1356;yellow;2008-01-23;IT-515;pipeta_estrella
1357;yellow;2008-01-23;IT-515;pipeta_estrella
1358;yellow;2008-01-22;IT-532;pipeta_estrella
1359;yellow;2008-01-22;IT-532;pipeta_estrella
1360;yellow;2008-01-22;IT-532;pipeta_estrella
1361;yellow;2008-01-22;IT-532;pipeta_estrella
1362;yellow;2008-01-22;IT-532;pipeta_estrella
1363;yellow;2008-01-22;IT-532;pipeta_estrella
1364;yellow;2008-01-22;IT-532;pipeta_estrella
1365;yellow;2008-01-22;IT-532;pipeta_estrella
1366;yellow;2008-01-22;IT-532;pipeta_estrella
1367;yellow;2008-01-22;IT-532;pipeta_estrella
1368;yellow;2008-01-22;IT-532;pipeta_estrella
1369;yellow;2008-01-22;IT-532;pipeta_estrella
1370;yellow;2008-01-22;IT-532;pipeta_estrella
1371;yellow;2008-01-22;IT-532;pipeta_estrella
1372;yellow;2008-01-22;IT-532;pipeta_estrella
1373;yellow;2008-01-22;IT-532;pipeta_estrella
1374;yellow;2008-01-22;IT-532;pipeta_estrella
1375;yellow;2008-01-22;IT-532;pipeta_estrella
1376;yellow;2008-01-22;IT-532;pipeta_estrella
1377;yellow;2008-01-22;IT-532;pipeta_estrella
1378;yellow;2008-01-22;IT-532;pipeta_estrella
1379;yellow;2008-01-29;IT-532;pipeta_estrella
1380;yellow;2008-01-29;IT-532;pipeta_estrella
1381;yellow;2008-01-29;IT-532;pipeta_estrella
1382;yellow;2008-01-22;IT-532;pipeta_estrella
1383;yellow;2008-01-22;IT-532;pipeta_estrella
1384;yellow;2008-01-22;IT-532;pipeta_estrella
1385;yellow;2008-01-22;IT-532;pipeta_estrella
1386;yellow;2008-01-22;IT-532;pipeta_estrella
1387;yellow;2008-01-22;IT-532;pipeta_estrella
1388;yellow;2008-01-22;IT-532;pipeta_estrella
1389;yellow;2008-01-24;IT-532;pipeta_estrella
1390;yellow;2008-01-24;IT-532;pipeta_estrella
1391;yellow;2008-01-24;IT-532;pipeta_estrella
1392;yellow;2008-02-13;IT-532;pipeta_estrella
1393;yellow;2008-02-13;IT-532;pipeta_estrella
1394;yellow;2008-02-13;IT-532;pipeta_estrella
1395;yellow;2008-02-13;IT-532;pipeta_estrella
1396;yellow;2008-02-13;IT-532;pipeta_estrella
1397;yellow;2008-02-13;IT-532;pipeta_estrella
1398;yellow;2008-02-26;IT-532;pipeta_estrella
1399;yellow;2008-02-26;IT-532;pipeta_estrella
1400;yellow;2008-02-26;IT-532;pipeta_estrella
1401;yellow;2008-02-26;IT-532;pipeta_estrella
1402;yellow;2008-02-26;IT-532;pipeta_estrella
1403;yellow;2008-02-26;IT-532;pipeta_estrella
1404;yellow;2008-02-26;IT-532;pipeta_estrella
1405;yellow;2008-02-26;IT-532;pipeta_estrella
1406;yellow;2008-02-26;IT-532;pipeta_estrella
1407;yellow;2008-02-26;IT-532;pipeta_estrella
1408;yellow;2008-02-26;IT-532;pipeta_estrella
1409;yellow;2008-02-18;IT-515;pipeta_estrella
1410;yellow;2008-02-18;IT-532;pipeta_estrella
1411;yellow;2008-02-18;IT-532;pipeta_estrella
1412;yellow;2008-02-19;IT-532;pipeta_estrella
1413;yellow;2008-02-19;IT-532;pipeta_estrella
1414;yellow;2008-02-19;IT-532;pipeta_estrella
1415;yellow;2008-02-19;IT-532;pipeta_estrella
1416;yellow;2008-02-19;IT-532;pipeta_estrella
1417;yellow;2008-02-19;IT-532;pipeta_estrella
1418;yellow;2008-02-19;IT-532;pipeta_estrella
1419;yellow;2008-02-19;IT-532;pipeta_estrella
1420;yellow;2008-02-19;IT-532;pipeta_estrella
1421;yellow;2008-02-19;IT-532;pipeta_estrella
1422;yellow;2008-02-19;IT-532;pipeta_estrella
1423;yellow;2008-02-19;IT-532;pipeta_estrella
1424;yellow;2008-02-19;IT-532;pipeta_estrella
1425;yellow;2008-02-19;IT-532;pipeta_estrella
1426;yellow;2008-02-19;IT-532;pipeta_estrella
1427;yellow;2008-02-19;IT-532;pipeta_estrella
1428;yellow;2008-03-25;IT-532;pipeta_retirado
1429;yellow;2008-03-25;IT-532;pipeta_retirado
1430;yellow;2008-03-25;IT-532;pipeta_retirado
1431;yellow;2008-03-25;IT-532;pipeta_retirado
1432;yellow;2008-03-25;IT-532;pipeta_retirado
1433;yellow;2008-03-25;IT-532;pipeta_retirado
1434;yellow;2008-02-21;IT-515;pipeta_estrella
1435;yellow;2008-02-21;IT-532;pipeta_estrella
1436;yellow;2008-03-11;IT-532;pipeta_estrella
1437;yellow;2008-02-25;IT-515;pipeta_estrella
1438;yellow;2008-02-25;IT-515;pipeta_estrella
1439;yellow;2008-02-25;IT-515;pipeta_estrella
1440;yellow;2008-02-25;IT-532;pipeta_estrella
1441;yellow;2008-02-25;IT-532;pipeta_estrella
1442;yellow;2008-02-25;IT-532;pipeta_estrella
1443;yellow;2008-02-25;IT-532;pipeta_estrella
1444;yellow;2008-02-25;IT-532;pipeta_estrella
1445;yellow;2008-03-11;IT-532;pipeta_estrella
1446;yellow;2008-02-29;IT-515;pipeta_estrella
1447;yellow;2008-02-29;IT-515;pipeta_estrella
1448;yellow;2008-02-26;IT-515;pipeta_check
1449;yellow;2008-02-26;IT-515;pipeta_estrella
1450;yellow;2008-03-12;IT-532;pipeta_estrella
1451;yellow;2008-03-12;IT-532;pipeta_estrella
1452;yellow;2008-03-12;IT-532;pipeta_estrella
1453;yellow;2008-03-12;IT-532;pipeta_estrella
1454;yellow;2008-03-12;IT-532;pipeta_estrella
1455;yellow;2008-03-12;IT-532;pipeta_estrella
1456;yellow;2008-03-12;IT-532;pipeta_estrella
1457;yellow;2008-03-12;IT-532;pipeta_estrella
1458;yellow;2008-03-12;IT-532;pipeta_estrella
1459;yellow;2008-03-12;IT-532;pipeta_estrella
1460;yellow;2008-03-12;IT-532;pipeta_estrella
1461;yellow;2008-03-12;IT-532;pipeta_estrella
1462;yellow;2008-03-12;IT-532;pipeta_estrella
1463;yellow;2008-03-12;IT-532;pipeta_estrella
1464;yellow;2008-03-12;IT-532;pipeta_estrella
1465;yellow;2008-03-12;IT-532;pipeta_estrella
1466;yellow;2008-03-12;IT-532;pipeta_estrella
1467;yellow;2008-03-12;IT-532;pipeta_estrella
1468;yellow;2008-02-29;IT-532;pipeta_estrella
1469;yellow;2008-02-29;IT-532;pipeta_estrella
1470;yellow;2008-03-11;IT-532;pipeta_retirado
1471;yellow;2008-03-11;IT-532;pipeta_retirado
1472;yellow;2008-03-03;IT-532;pipeta_retirado
1473;yellow;2008-02-26;IT-532;pipeta_check
1474;yellow;2008-02-29;IT-532;pipeta_estrella
1475;yellow;2008-02-29;IT-532;pipeta_estrella
1476;yellow;2008-03-05;IT-532;pipeta_retirado
1477;yellow;2008-03-05;IT-532;pipeta_estrella
1478;yellow;2008-02-27;IT-515;pipeta_estrella
1479;yellow;2008-02-27;IT-515;pipeta_estrella
1480;yellow;2008-03-04;IT-515;pipeta_estrella
1481;yellow;2008-03-04;IT-515;pipeta_estrella
1482;yellow;2008-02-29;IT-515;pipeta_estrella
1483;yellow;2008-02-29;IT-515;pipeta_estrella
1484;yellow;2008-02-29;IT-515;pipeta_estrella
1485;yellow;2008-03-03;IT-532;pipeta_retirado
1486;yellow;2008-02-27;IT-532;pipeta_estrella
1487;yellow;2008-03-11;IT-532;pipeta_estrella
1488;yellow;2008-03-06;IT-532;pipeta_estrella
1489;yellow;2008-03-12;IT-532;pipeta_estrella
1490;yellow;2008-03-12;IT-532;pipeta_estrella
1491;yellow;2008-03-12;IT-532;pipeta_estrella
1492;yellow;2008-02-28;IT-515;pipeta_estrella
1493;yellow;2008-02-28;IT-515;pipeta_estrella
1494;yellow;2008-02-28;IT-515;pipeta_estrella
1495;yellow;2008-02-28;IT-515;pipeta_estrella
1496;yellow;2008-03-11;IT-532;pipeta_retirado
1497;yellow;2008-03-11;IT-532;pipeta_retirado
1498;yellow;2008-02-28;IT-532;pipeta_retirado
1499;yellow;2008-02-28;IT-532;pipeta_retirado
1500;yellow;2008-02-28;IT-532;pipeta_estrella
1501;yellow;2008-02-29;IT-532;pipeta_retirado
1502;yellow;2008-02-29;IT-532;pipeta_retirado
1503;yellow;2008-02-29;IT-532;pipeta_estrella
1504;yellow;2008-03-03;IT-515;pipeta_estrella
1505;yellow;2008-03-04;IT-515;pipeta_estrella
1506;yellow;2008-02-29;IT-515;pipeta_estrella
1507;yellow;2008-02-29;IT-515;pipeta_estrella
1508;yellow;2008-02-29;IT-515;pipeta_estrella
1509;yellow;2008-02-29;IT-532;pipeta_estrella
1510;yellow;2008-02-29;IT-532;pipeta_estrella
1511;yellow;2008-02-29;IT-532;pipeta_estrella
1512;yellow;2008-03-18;IT-532;pipeta_estrella
1513;yellow;2008-02-29;IT-532;pipeta_estrella
1514;yellow;2008-02-29;IT-532;pipeta_estrella
1515;yellow;2008-02-29;IT-532;pipeta_estrella
1516;yellow;2008-02-29;IT-532;pipeta_estrella
1517;yellow;2008-02-29;IT-532;pipeta_estrella
1518;yellow;2008-02-29;IT-532;pipeta_estrella
1519;yellow;2008-02-29;IT-532;pipeta_estrella
1520;yellow;2008-02-29;IT-532;pipeta_estrella
1521;yellow;2008-02-29;IT-532;pipeta_estrella
1522;yellow;2008-02-29;IT-532;pipeta_estrella
1523;yellow;2008-03-03;IT-515;pipeta_check
1524;yellow;2008-03-03;IT-515;pipeta_estrella
1525;yellow;2008-03-03;IT-515;pipeta_estrella
1526;yellow;2008-03-03;IT-515;pipeta_estrella
1527;yellow;2008-03-03;IT-515;pipeta_estrella
1528;yellow;2008-03-03;IT-515;pipeta_estrella
1529;yellow;2008-03-11;IT-532;pipeta_estrella
1530;yellow;2008-03-11;IT-532;pipeta_estrella
1531;yellow;2008-03-11;IT-532;pipeta_estrella
1532;yellow;2008-03-11;IT-532;pipeta_estrella
1533;yellow;2008-03-11;IT-532;pipeta_estrella
1534;yellow;2008-03-11;IT-532;pipeta_estrella
1535;yellow;2008-03-11;IT-532;pipeta_estrella
1536;yellow;2008-03-25;IT-532;pipeta_retirado
1537;yellow;2008-03-25;IT-532;pipeta_retirado
1538;yellow;2008-03-25;IT-532;pipeta_retirado
1539;yellow;2008-03-25;IT-532;pipeta_retirado
1540;yellow;2008-03-25;IT-532;pipeta_retirado
1541;yellow;2008-03-25;IT-532;pipeta_retirado
1542;yellow;2008-03-25;IT-532;pipeta_retirado
1543;yellow;2008-03-25;IT-532;pipeta_retirado
1544;yellow;2008-03-25;IT-532;pipeta_retirado
1545;yellow;2008-03-03;IT-532;pipeta_retirado
1546;yellow;2008-03-03;IT-532;pipeta_retirado
1547;yellow;2008-03-03;IT-532;pipeta_estrella
1548;yellow;2008-03-03;IT-532;pipeta_estrella
1549;yellow;2008-03-04;IT-515;pipeta_check
1550;yellow;2008-03-04;IT-515;pipeta_estrella
1551;yellow;2008-03-12;IT-532;pipeta_estrella
1552;yellow;2008-03-12;IT-532;pipeta_estrella
1553;yellow;2008-03-12;IT-532;pipeta_estrella
1554;yellow;2008-03-25;IT-532;pipeta_retirado
1555;yellow;2008-03-25;IT-532;pipeta_retirado
1556;yellow;2008-03-25;IT-532;pipeta_retirado
1557;yellow;2008-03-04;IT-532;pipeta_estrella
1558;yellow;2008-03-04;IT-532;pipeta_estrella
1559;yellow;2008-03-04;IT-532;pipeta_estrella
1560;yellow;2008-03-05;IT-515;pipeta_estrella
1561;yellow;2008-03-05;IT-515;pipeta_estrella
1562;yellow;2008-03-05;IT-515;pipeta_estrella
1563;yellow;2008-03-05;IT-532;pipeta_retirado
1564;yellow;2008-03-05;IT-532;pipeta_retirado
1565;yellow;2008-03-05;IT-532;pipeta_check
1566;yellow;2008-03-05;IT-532;pipeta_retirado
1567;yellow;2008-03-05;IT-532;pipeta_retirado
1568;yellow;2008-03-05;IT-532;pipeta_estrella
1569;yellow;2008-03-05;IT-532;pipeta_estrella
1570;yellow;2008-03-11;IT-532;pipeta_estrella
1571;yellow;2008-03-11;IT-532;pipeta_estrella
1572;yellow;2008-03-05;IT-532;pipeta_estrella
1573;yellow;2008-03-05;IT-532;pipeta_estrella
1574;yellow;2008-03-25;IT-532;pipeta_estrella
1575;yellow;2008-03-25;IT-532;pipeta_estrella
1576;yellow;2008-03-25;IT-532;pipeta_estrella
1577;yellow;2008-03-25;IT-532;pipeta_estrella
1578;yellow;2008-03-25;IT-532;pipeta_estrella
1579;yellow;2008-03-25;IT-532;pipeta_estrella
1580;yellow;2008-03-25;IT-532;pipeta_estrella
1581;yellow;2008-03-25;IT-532;pipeta_estrella
1582;yellow;2008-03-25;IT-532;pipeta_estrella
1583;yellow;2008-03-25;IT-532;pipeta_estrella
1584;yellow;2008-03-25;IT-532;pipeta_estrella
1585;yellow;2008-03-25;IT-532;pipeta_estrella
1586;yellow;2008-03-25;IT-532;pipeta_estrella
1587;yellow;2008-03-25;IT-532;pipeta_estrella
1588;yellow;2008-03-06;IT-515;pipeta_estrella
1589;yellow;2008-03-11;IT-515;pipeta_estrella
1590;yellow;2008-03-06;IT-532;pipeta_estrella
1591;yellow;2008-03-06;IT-532;pipeta_estrella
1592;yellow;2008-03-06;IT-532;pipeta_estrella
1593;yellow;2008-03-11;IT-532;pipeta_estrella
1594;yellow;2008-03-11;IT-532;pipeta_estrella
1595;yellow;2008-04-10;IT-532;pipeta_estrella
1596;yellow;2008-03-11;IT-532;pipeta_estrella
1597;yellow;2008-03-11;IT-532;pipeta_estrella
1598;yellow;2008-03-07;IT-515;pipeta_estrella
1599;yellow;2008-03-07;IT-515;pipeta_estrella
1600;yellow;2008-03-07;IT-515;pipeta_estrella
1601;yellow;2008-03-07;IT-532;pipeta_retirado
1602;yellow;2008-03-07;IT-532;pipeta_estrella
1603;yellow;2008-03-07;IT-532;pipeta_estrella
1604;yellow;2008-03-25;IT-532;pipeta_estrella
1605;yellow;2008-03-25;IT-532;pipeta_estrella
1606;yellow;2008-03-12;IT-532;pipeta_estrella
1607;yellow;2008-03-12;IT-532;pipeta_estrella
1608;yellow;2008-03-12;IT-532;pipeta_estrella
1609;yellow;2008-03-12;IT-532;pipeta_estrella
1610;yellow;2008-03-10;IT-515;pipeta_estrella
1611;yellow;2008-03-10;IT-532;pipeta_estrella
1612;yellow;2008-03-10;IT-532;pipeta_estrella
1613;yellow;2008-03-10;IT-532;pipeta_estrella
1614;yellow;2008-03-11;IT-532;pipeta_estrella
1615;yellow;2008-03-13;IT-532;pipeta_estrella
1616;yellow;2008-03-13;IT-532;pipeta_estrella
1617;yellow;2008-03-13;IT-532;pipeta_estrella
1618;yellow;2008-03-12;IT-515;pipeta_estrella
1619;yellow;2008-03-12;IT-532;pipeta_estrella
1620;yellow;2008-03-12;IT-532;pipeta_estrella
1621;yellow;2008-03-12;IT-532;pipeta_estrella
1622;yellow;2008-03-14;IT-515;pipeta_estrella
1623;yellow;2008-03-14;IT-532;pipeta_estrella
1624;yellow;2008-03-14;IT-532;pipeta_estrella
1625;yellow;2008-03-14;IT-532;pipeta_estrella
1626;yellow;2008-03-28;IT-532;pipeta_estrella
1627;yellow;2008-03-28;IT-532;pipeta_estrella
1628;yellow;2008-03-28;IT-532;pipeta_estrella
1629;yellow;2008-03-28;IT-532;pipeta_estrella
1630;yellow;2008-03-17;IT-515;pipeta_estrella
1631;yellow;2008-03-17;IT-515;pipeta_estrella
1632;yellow;2008-03-17;IT-515;pipeta_estrella
1633;yellow;2008-03-17;IT-515;pipeta_estrella
1634;yellow;2008-03-18;IT-515;pipeta_estrella
1635;yellow;2008-03-18;IT-515;pipeta_estrella
1636;yellow;2008-03-17;IT-515;pipeta_estrella
1637;yellow;2008-03-19;IT-532;pipeta_estrella
1638;yellow;2008-03-19;IT-532;pipeta_estrella
1639;yellow;2008-03-19;IT-532;pipeta_estrella
1640;yellow;2008-03-19;IT-532;pipeta_estrella
1641;yellow;2008-03-19;IT-532;pipeta_estrella
1642;yellow;2008-03-19;IT-532;pipeta_estrella
1643;yellow;2008-03-19;IT-532;pipeta_estrella
1644;yellow;2008-03-19;IT-532;pipeta_estrella
1645;yellow;2008-03-19;IT-532;pipeta_estrella
1646;yellow;2008-03-17;IT-532;pipeta_estrella
1647;yellow;2008-03-17;IT-532;pipeta_estrella
1648;yellow;2008-03-17;IT-532;pipeta_estrella
1649;yellow;2008-03-28;IT-532;pipeta_estrella
1650;yellow;2008-03-28;IT-532;pipeta_estrella
1651;yellow;2008-03-28;IT-532;pipeta_estrella
1652;yellow;2008-03-27;IT-532;pipeta_retirado
1653;yellow;2008-03-27;IT-532;pipeta_retirado
1654;yellow;2008-03-27;IT-532;pipeta_retirado
1655;yellow;2008-03-19;IT-515;pipeta_estrella
1656;yellow;2008-03-18;IT-532;pipeta_estrella
1657;yellow;2008-03-18;IT-532;pipeta_estrella
1658;yellow;2008-03-27;IT-532;pipeta_estrella
1659;yellow;2008-03-27;IT-532;pipeta_estrella
1660;yellow;2008-03-27;IT-532;pipeta_estrella
1661;yellow;2008-03-27;IT-532;pipeta_estrella
1662;yellow;2008-03-27;IT-532;pipeta_estrella
1663;yellow;2008-03-27;IT-532;pipeta_estrella
1664;yellow;2008-03-27;IT-532;pipeta_estrella
1665;yellow;2008-03-27;IT-532;pipeta_estrella
1666;yellow;2008-03-27;IT-532;pipeta_estrella
1667;yellow;2008-03-28;IT-532;pipeta_estrella
1668;yellow;2008-03-19;IT-515;pipeta_estrella
1669;yellow;2008-03-19;IT-532;pipeta_estrella
1670;yellow;2008-03-19;IT-532;pipeta_estrella
1671;yellow;2008-03-19;IT-532;pipeta_estrella
1672;yellow;2008-03-19;IT-532;pipeta_estrella
1673;yellow;2008-03-19;IT-532;pipeta_estrella
1674;yellow;2008-03-26;IT-515;pipeta_estrella
1675;yellow;2008-03-26;IT-515;pipeta_estrella
1676;yellow;2008-03-24;IT-515;pipeta_estrella
1677;yellow;2008-03-27;IT-532;pipeta_estrella
1678;yellow;2008-03-27;IT-532;pipeta_estrella
1679;yellow;2008-03-27;IT-532;pipeta_estrella
1680;yellow;2008-03-27;IT-532;pipeta_estrella
1681;yellow;2008-03-27;IT-532;pipeta_estrella
1682;yellow;2008-03-27;IT-532;pipeta_estrella
1683;yellow;2008-03-24;IT-532;pipeta_retirado
1684;yellow;2008-03-24;IT-532;pipeta_retirado
1685;yellow;2008-03-24;IT-532;pipeta_estrella
1686;yellow;2008-03-26;IT-532;pipeta_estrella
1687;yellow;2008-03-26;IT-532;pipeta_estrella
1688;yellow;2008-03-26;IT-532;pipeta_estrella
1689;yellow;2008-03-26;IT-532;pipeta_estrella
1690;yellow;2008-03-26;IT-532;pipeta_estrella
1691;yellow;2008-03-26;IT-532;pipeta_estrella
1692;yellow;2008-03-26;IT-532;pipeta_estrella
1693;yellow;2008-03-26;IT-532;pipeta_estrella
1694;yellow;2008-03-26;IT-532;pipeta_estrella
1695;yellow;2008-04-01;IT-532;pipeta_estrella
1696;yellow;2008-04-01;IT-532;pipeta_estrella
1697;yellow;2008-03-31;IT-515;pipeta_estrella
1698;yellow;2008-03-31;IT-532;pipeta_estrella
1699;yellow;2008-03-31;IT-532;pipeta_estrella
1700;yellow;2008-03-31;IT-532;pipeta_estrella
1701;yellow;2008-04-01;IT-532;pipeta_estrella
1702;yellow;2008-04-01;IT-532;pipeta_estrella
1703;yellow;2008-04-01;IT-532;pipeta_estrella
1704;yellow;2008-04-01;IT-532;pipeta_estrella
1705;yellow;2008-04-01;IT-532;pipeta_estrella
1706;yellow;2008-04-01;IT-532;pipeta_estrella
1707;yellow;2008-04-01;IT-532;pipeta_estrella
1708;yellow;2008-04-01;IT-532;pipeta_estrella
1709;yellow;2008-04-07;IT-532;pipeta_estrella
1710;yellow;2008-04-04;IT-515;pipeta_estrella
1711;yellow;2008-04-07;IT-515;pipeta_estrella
1712;yellow;2008-04-07;IT-532;pipeta_estrella
1713;yellow;2008-04-07;IT-532;pipeta_estrella
1714;yellow;2008-04-07;IT-532;pipeta_estrella
1715;yellow;2008-04-07;IT-532;pipeta_estrella
1716;yellow;2008-04-07;IT-532;pipeta_estrella
1717;yellow;2008-04-07;IT-532;pipeta_estrella
1718;yellow;2008-04-10;IT-532;pipeta_estrella
1719;yellow;2008-04-10;IT-532;pipeta_estrella
1720;yellow;2008-04-10;IT-532;pipeta_estrella
1721;yellow;2008-04-07;IT-532;pipeta_estrella
1722;yellow;2008-04-04;IT-532;pipeta_estrella
1723;yellow;2008-04-08;IT-532;pipeta_check
1724;yellow;2008-04-08;IT-532;pipeta_check
1725;yellow;2008-04-08;IT-532;pipeta_estrella
1726;yellow;2008-04-08;IT-532;pipeta_estrella
1727;yellow;2008-04-07;IT-532;pipeta_estrella
1728;yellow;2008-04-07;IT-532;pipeta_estrella
1729;yellow;2008-04-07;IT-532;pipeta_estrella
1730;yellow;2008-04-07;IT-532;pipeta_estrella
1731;yellow;2008-04-07;IT-532;pipeta_estrella
1732;yellow;2008-04-07;IT-532;pipeta_estrella
1733;yellow;2008-04-07;IT-532;pipeta_estrella
1734;yellow;2008-04-07;IT-532;pipeta_estrella
1735;yellow;2008-04-07;IT-532;pipeta_estrella
1736;yellow;2008-04-07;IT-532;pipeta_estrella
1737;yellow;2008-04-04;IT-532;pipeta_estrella
1738;yellow;2008-04-04;IT-532;pipeta_estrella
1739;yellow;2008-04-08;IT-532;pipeta_estrella
1740;yellow;2008-04-08;IT-532;pipeta_estrella
1741;yellow;2008-04-08;IT-532;pipeta_estrella
1742;yellow;2008-04-08;IT-532;pipeta_estrella
1743;yellow;2008-04-08;IT-532;pipeta_estrella
1744;yellow;2008-04-08;IT-532;pipeta_estrella
1745;yellow;2008-04-07;IT-515;pipeta_estrella
1746;yellow;2008-04-08;IT-532;pipeta_estrella
1747;yellow;2008-04-08;IT-532;pipeta_estrella
1748;yellow;2008-04-07;IT-515;pipeta_estrella
1749;yellow;2008-04-04;IT-515;pipeta_estrella
1750;yellow;2008-04-04;IT-532;pipeta_estrella
1751;yellow;2008-04-04;IT-532;pipeta_estrella
1752;yellow;2008-04-04;IT-532;pipeta_estrella
1753;yellow;2008-04-04;IT-532;pipeta_estrella
1754;yellow;2008-04-04;IT-532;pipeta_estrella
